Id,SalePrice_pred
1789,101867.39
1790,49405.04
1791,209309.06
1792,164741.15
1793,138653.5
1794,172563.86
1795,131741.34
1796,144307.25
1797,137933.93
1798,111808.12
1799,102410.4
1800,119387.71
1801,115703.14
1802,119987.42
1803,163074.23
1804,133359.24
1805,137399.4
1806,125065.41
1807,162108.31
1808,123208.08
1809,125904.07
1810,147532.74
1811,86632.71
1812,106614.42
1813,124456.59
1814,85792.81
1815,37827.37
1816,102359.7
1817,107137.22
1818,181584.75
1819,139521.64
1820,57745.32
1821,97740.1
1822,159065.46
1823,35282.85
1824,149672.14
1825,148137.17
1826,103577.85
1827,97745.76
1828,131362.58
1829,148684.8
1830,145495.44
1831,150983.28
1832,87900.94
1833,155361.72
1834,126391.77
1835,130623.43
1836,125352.23
1837,72412.24
1838,120094.98
1839,102905.1
1840,161540.47
1841,122788.65
1842,90203.63
1843,120499.66
1844,148879.85
1845,141194.64
1846,156453.55
1847,180515.86
1848,37106.96
1849,117043.14
1850,107409.61
1851,146782.87
1852,121084.97
1853,120408.89
1854,164968.06
1855,157377.62
1856,222475.11
1857,155108.39
1858,159027.43
1859,125117.22
1860,143131.28
1861,126760.44
1862,302409.07
1863,300872.8
1864,300887.32
1865,357549.56
1866,354031.12
1867,224595.74
1868,278949.66
1869,207457.76
1870,224162.6
1871,272022.32
1872,178721.45
1873,222364.24
1874,146502.21
1875,193609.84
1876,193088.91
1877,207173.51
1878,204688.16
1879,124427.6
1880,139361.52
1881,234627.82
1882,246775.38
1883,189742.36
1884,201075.69
1885,250383.66
1886,295034.82
1887,222437.76
1888,262336.91
1889,170458.63
1890,104499.1
1891,138769.12
1892,87987.06
1893,131066.08
1894,118562.63
1895,131750.97
1896,115648.93
1897,102632.83
1898,122877.71
1899,176319.79
1900,163083.94
1901,168660.38
1902,156140.08
1903,233143.75
1904,156686.91
1905,201675.26
1906,166544.38
1907,224473.08
1908,112959.0
1909,141652.42
1910,127031.03
1911,230043.22
1912,287944.45
1913,162614.97
1914,58524.46
1915,321201.93
1916,40464.1
1917,239903.65
1918,139100.6
1919,171698.15
1920,150581.9
1921,374648.01
1922,338832.38
1923,217191.35
1924,216690.62
1925,206640.18
1926,366029.83
1927,132641.33
1928,154742.27
1929,110719.58
1930,132063.86
1931,126808.72
1932,131240.04
1933,204233.3
1934,170999.67
1935,166960.1
1936,196552.9
1937,171641.23
1938,171799.47
1939,246162.49
1940,201502.88
1941,161692.42
1942,179717.94
1943,228633.4
1944,364409.8
1945,380642.68
1946,143694.8
1947,337665.73
1948,166208.31
1949,251860.06
1950,195174.07
1951,233261.07
1952,208142.3
1953,171196.24
1954,188963.79
1955,126081.98
1956,284581.44
1957,153211.35
1958,275003.83
1959,138824.56
1960,101538.58
1961,121170.24
1962,95916.37
1963,110521.86
1964,102209.38
1965,144269.92
1966,142161.01
1967,296388.47
1968,404685.01
1969,387409.85
1970,399165.16
1971,457863.91
1972,365367.46
1973,294998.77
1974,344977.76
1975,447646.37
1976,276424.85
1977,355510.5
1978,349546.91
1979,315388.2
1980,198670.23
1981,346267.1
1982,220638.56
1983,206687.3
1984,191894.74
1985,240216.79
1986,208360.56
1987,211445.09
1988,175832.83
1989,196489.07
1990,219925.14
1991,227458.1
1992,222388.47
1993,178039.03
1994,237673.03
1995,179909.42
1996,282287.55
1997,340009.17
1998,302300.04
1999,303983.25
2000,319929.29
2001,288495.81
2002,259494.42
2003,239387.04
2004,270948.77
2005,240113.45
2006,216686.64
2007,250357.65
2008,214423.96
2009,199688.11
2010,203501.4
2011,154329.31
2012,179651.58
2013,173737.7
2014,184281.28
2015,200233.99
2016,188862.66
2017,193745.09
2018,122246.48
2019,138293.18
2020,95606.13
2021,94179.63
2022,187283.14
2023,146465.42
2024,300318.66
2025,361576.84
2026,169272.6
2027,154547.76
2028,160251.76
2029,166025.8
2030,264579.7
2031,251525.65
2032,274132.44
2033,259425.34
2034,190014.49
2035,220410.25
2036,207683.62
2037,210531.2
2038,314001.5
2039,221024.19
2040,302440.99
2041,293490.72
2042,212046.56
2043,171370.74
2044,185341.95
2045,203563.39
2046,134679.65
2047,146008.37
2048,147202.97
2049,137057.53
2050,171470.54
2051,114651.31
2052,128894.5
2053,145688.74
2054,81068.68
2055,159617.26
2056,151684.75
2057,114633.8
2058,213121.04
2059,129146.25
2060,170552.69
2061,189709.63
2062,120574.61
2063,117426.71
2064,131431.15
2065,116737.94
2066,171000.14
2067,126369.41
2068,144042.08
2069,78190.79
2070,105410.19
2071,86231.89
2072,148329.08
2073,135242.57
2074,166261.29
2075,163062.8
2076,117533.97
2077,140829.03
2078,111270.55
2079,140999.1
2080,117168.04
2081,127603.96
2082,126581.42
2083,148881.76
2084,99825.9
2085,113576.19
2086,139098.79
2087,127706.06
2088,88507.94
2089,72590.25
2090,130390.1
2091,77095.53
2092,134117.38
2093,158002.61
2094,124428.14
2095,117244.02
2096,80937.22
2097,94467.96
2098,155511.77
2099,29966.52
2100,72001.32
2101,97108.3
2102,143689.65
2103,83807.54
2104,138643.55
2105,134267.73
2106,22935.84
2107,209512.98
2108,117777.86
2109,97196.23
2110,133316.42
2111,161149.05
2112,135819.32
2113,120469.96
2114,123969.99
2115,158674.68
2116,114307.05
2117,144062.19
2118,117669.88
2119,113333.13
2120,123017.17
2121,98275.39
2122,101901.39
2123,88302.1
2124,185580.58
2125,135596.49
2126,156544.7
2127,181558.11
2128,140762.53
2129,107411.22
2130,133993.86
2131,122744.26
2132,105439.04
2133,124042.45
2134,120275.49
2135,96063.97
2136,40340.23
2137,115047.07
2138,138038.69
2139,151930.01
2140,144407.32
2141,178677.83
2142,127888.5
2143,135488.07
2144,106673.69
2145,141925.55
2146,194211.51
2147,135379.55
2148,144222.02
2149,154058.89
2150,230324.68
2151,114127.87
2152,167448.07
2153,191874.3
2154,102490.33
2155,139862.8
2156,267162.31
2157,227097.19
2158,231452.71
2159,227386.48
2160,185957.83
2161,235422.49
2162,367738.8
2163,346358.8
2164,245937.82
2165,209026.86
2166,155949.33
2167,226553.94
2168,188657.37
2169,196772.18
2170,210484.54
2171,168632.39
2172,138928.61
2173,171671.24
2174,221037.42
2175,263017.62
2176,305263.22
2177,233788.0
2178,219544.46
2179,142143.06
2180,215210.5
2181,192789.48
2182,212186.53
2183,189962.34
2184,121178.59
2185,135342.36
2186,142615.39
2187,150023.26
2188,156590.04
2189,309111.95
2190,67483.23
2191,68847.56
2192,73103.54
2193,118327.16
2194,102081.4
2195,93821.18
2196,120924.84
2197,94991.84
2198,163293.4
2199,189868.29
2200,159035.95
2201,158740.18
2202,203417.75
2203,148604.25
2204,166898.91
2205,125941.58
2206,164228.52
2207,204611.12
2208,249115.22
2209,210168.34
2210,115816.03
2211,120437.27
2212,115742.86
2213,115426.05
2214,155040.46
2215,98458.32
2216,154060.16
2217,51401.35
2218,80909.71
2219,80557.25
2220,55464.84
2221,321563.25
2222,295402.23
2223,279450.11
2224,216158.41
2225,127498.26
2226,177879.61
2227,201877.01
2228,285618.14
2229,233730.35
2230,151803.76
2231,209706.07
2232,181739.45
2233,185494.76
2234,253754.77
2235,231743.64
2236,237539.58
2237,296001.17
2238,209295.26
2239,119130.88
2240,162827.88
2241,148459.68
2242,120125.78
2243,118731.2
2244,100594.61
2245,113720.48
2246,143836.88
2247,122878.76
2248,119794.33
2249,116120.43
2250,128093.54
2251,110765.44
2252,178384.85
2253,162311.15
2254,187016.9
2255,184606.58
2256,178863.38
2257,208776.66
2258,161701.31
2259,169666.71
2260,173521.25
2261,219368.96
2262,230268.4
2263,364429.54
2264,414181.33
2265,179678.69
2266,313411.06
2267,346865.23
2268,416670.84
2269,149616.1
2270,190997.62
2271,205970.13
2272,203049.75
2273,162966.3
2274,175643.64
2275,159238.15
2276,194227.33
2277,188616.23
2278,153999.47
2279,136836.72
2280,105143.17
2281,159777.4
2282,167935.78
2283,112344.13
2284,136634.88
2285,135449.24
2286,119666.67
2287,385531.86
2288,291222.72
2289,329336.54
2290,419233.82
2291,357338.22
2292,411872.51
2293,430777.34
2294,392387.74
2295,418928.78
2296,255601.5
2297,377844.6
2298,361848.16
2299,355719.01
2300,327970.8
2301,331083.25
2302,258574.81
2303,247940.89
2304,245808.92
2305,209995.96
2306,204029.69
2307,210656.64
2308,220980.04
2309,309790.62
2310,213289.19
2311,215628.61
2312,182353.0
2313,174498.35
2314,181345.72
2315,182660.19
2316,211876.09
2317,187530.21
2318,182708.41
2319,187016.25
2320,188728.34
2321,251372.55
2322,196660.72
2323,199925.83
2324,195897.56
2325,209454.88
2326,190733.47
2327,210478.32
2328,222849.25
2329,183127.25
2330,177157.53
2331,320069.91
2332,403045.51
2333,319846.52
2334,282651.23
2335,312368.24
2336,312826.92
2337,199857.83
2338,255833.58
2339,221316.69
2340,371832.19
2341,210521.77
2342,235553.1
2343,225807.8
2344,225069.45
2345,222453.87
2346,211767.2
2347,200683.99
2348,242128.9
2349,192313.03
2350,321698.97
2351,270404.69
2352,245583.03
2353,258560.38
2354,147755.89
2355,156280.87
2356,164681.54
2357,192277.26
2358,188304.59
2359,123363.15
2360,116607.12
2361,145346.79
2362,267611.27
2363,164693.42
2364,174817.17
2365,218279.39
2366,191572.02
2367,210134.92
2368,222899.54
2369,203277.07
2370,169210.98
2371,165829.02
2372,191097.85
2373,284909.81
2374,321091.32
2375,246140.57
2376,290229.77
2377,309721.41
2378,155404.65
2379,218133.86
2380,151335.74
2381,174346.83
2382,210008.46
2383,193076.17
2384,235691.42
2385,166515.28
2386,133608.43
2387,127218.83
2388,110250.44
2389,120820.51
2390,143727.67
2391,134641.06
2392,105238.73
2393,171250.11
2394,146843.86
2395,217410.7
2396,149895.85
2397,215406.25
2398,123452.6
2399,68644.51
2400,71723.74
2401,123110.97
2402,142617.0
2403,135598.03
2404,144195.01
2405,161741.57
2406,130932.08
2407,131323.35
2408,152372.94
2409,114962.31
2410,185019.2
2411,112158.22
2412,152383.0
2413,118732.72
2414,160652.87
2415,123684.48
2416,124849.47
2417,133795.4
2418,127724.24
2419,120362.06
2420,116255.41
2421,134488.37
2422,111019.63
2423,123577.16
2424,123718.9
2425,220028.42
2426,130676.34
2427,132666.4
2428,191863.07
2429,105134.33
2430,140313.08
2431,107977.24
2432,133086.86
2433,136216.28
2434,128593.26
2435,144156.03
2436,109974.95
2437,101374.21
2438,110623.52
2439,115651.51
2440,125797.68
2441,103112.32
2442,87157.73
2443,133623.8
2444,124995.62
2445,81666.62
2446,132904.21
2447,194104.36
2448,136129.33
2449,112152.62
2450,145505.52
2451,118781.82
2452,201568.42
2453,91632.01
2454,108894.05
2455,133725.86
2456,138250.69
2457,123249.35
2458,131390.11
2459,109818.21
2460,153709.21
2461,138881.85
2462,126873.32
2463,135914.45
2464,181211.2
2465,153816.23
2466,121354.1
2467,153058.04
2468,84656.35
2469,75986.59
2470,213041.7
2471,212105.47
2472,169403.5
2473,98566.29
2474,57709.91
2475,222719.7
2476,99269.65
2477,104039.92
2478,146400.26
2479,110071.02
2480,162447.53
2481,133752.23
2482,120031.09
2483,110726.86
2484,131471.35
2485,137956.47
2486,143794.58
2487,200043.17
2488,166820.71
2489,158947.46
2490,147859.21
2491,107668.31
2492,193693.47
2493,152559.27
2494,143351.34
2495,84369.6
2496,219990.17
2497,153334.27
2498,103113.21
2499,73046.53
2500,111302.45
2501,137221.02
2502,144475.12
2503,88084.72
2504,186078.06
2505,217441.95
2506,246961.95
2507,262959.15
2508,247149.74
2509,217815.8
2510,211223.05
2511,177872.32
2512,224993.98
2513,224418.97
2514,268046.75
2515,138849.65
2516,168710.51
2517,140292.24
2518,144298.19
2519,234838.11
2520,209499.59
2521,189970.37
2522,220082.75
2523,124686.16
2524,130289.81
2525,133825.08
2526,136513.92
2527,122349.29
2528,124985.26
2529,169602.7
2530,131451.11
2531,259087.55
2532,219049.72
2533,201462.08
2534,248630.1
2535,269744.9
2536,225627.85
2537,241684.51
2538,187608.31
2539,193609.05
2540,182185.99
2541,184539.67
2542,164764.37
2543,127545.81
2544,107208.55
2545,134511.04
2546,121013.27
2547,146482.39
2548,166765.96
2549,141690.88
2550,587753.45
2551,143234.18
2552,130773.56
2553,63226.22
2554,86461.45
2555,104936.6
2556,81999.36
2557,98701.71
2558,195129.39
2559,142641.69
2560,154756.32
2561,151545.58
2562,147851.3
2563,151800.09
2564,207129.56
2565,161600.49
2566,146434.76
2567,131455.08
2568,202393.84
2569,201377.1
2570,123163.62
2571,179174.66
2572,179151.75
2573,219534.59
2574,293088.78
2575,144390.88
2576,129949.58
2577,167105.6
2578,86850.85
2579,15832.49
2580,102762.88
2581,123172.89
2582,123779.12
2583,269047.4
2584,167047.53
2585,184692.71
2586,206695.49
2587,190995.52
2588,143441.36
2589,145854.76
2590,202196.61
2591,238239.67
2592,206817.69
2593,248991.24
2594,176843.1
2595,221409.59
2596,273711.17
2597,203259.1
2598,286417.32
2599,361435.26
2600,181676.56
2601,153947.42
2602,65186.7
2603,88345.88
2604,83580.6
2605,68192.62
2606,133716.28
2607,225764.94
2608,195670.35
2609,168146.43
2610,106376.83
2611,124022.63
2612,157088.79
2613,127302.49
2614,114134.09
2615,157925.83
2616,154679.9
2617,193871.38
2618,223723.72
2619,206203.67
2620,180122.91
2621,170410.89
2622,180317.47
2623,226898.4
2624,267145.72
2625,257246.01
2626,173693.57
2627,171719.43
2628,426334.14
2629,468813.07
2630,366168.7
2631,417842.02
2632,388181.0
2633,305525.42
2634,401928.54
2635,152645.53
2636,187094.47
2637,212737.68
2638,268986.15
2639,189153.31
2640,154196.89
2641,99359.21
2642,169079.55
2643,113864.29
2644,118958.63
2645,113368.37
2646,92919.51
2647,110916.64
2648,145113.76
2649,155878.21
2650,137993.77
2651,137679.75
2652,375919.38
2653,254655.94
2654,272362.42
2655,397971.08
2656,332609.78
2657,353737.57
2658,326323.56
2659,344803.49
2660,358136.75
2661,361035.58
2662,381688.46
2663,272576.89
2664,304001.98
2665,334582.02
2666,294708.6
2667,182139.36
2668,190803.43
2669,186373.06
2670,278321.86
2671,192237.4
2672,198436.09
2673,199375.99
2674,195071.15
2675,191760.76
2676,196705.97
2677,194385.6
2678,251733.69
2679,285404.41
2680,296218.06
2681,407987.6
2682,326231.57
2683,488204.27
2684,336914.97
2685,333952.5
2686,240056.46
2687,285702.63
2688,221449.76
2689,206069.11
2690,369717.46
2691,193029.45
2692,147227.14
2693,202917.94
2694,153655.59
2695,196991.38
2696,187277.94
2697,175971.02
2698,206029.03
2699,167246.3
2700,144526.75
2701,151347.51
2702,126030.03
2703,143401.71
2704,139199.18
2705,111392.05
2706,112578.7
2707,131951.5
2708,120736.47
2709,115848.95
2710,126224.58
2711,292332.05
2712,389025.91
2713,169210.77
2714,149668.86
2715,166400.72
2716,147149.58
2717,192084.6
2718,215536.49
2719,138042.46
2720,193033.48
2721,136374.61
2722,183542.96
2723,155282.33
2724,135343.31
2725,125473.69
2726,135683.8
2727,157149.8
2728,184662.97
2729,144574.59
2730,145724.62
2731,132053.9
2732,121160.47
2733,162025.05
2734,160966.3
2735,139428.59
2736,135524.19
2737,113086.12
2738,124861.66
2739,147824.92
2740,137963.28
2741,135633.77
2742,171174.77
2743,158905.92
2744,164016.85
2745,147366.19
2746,125282.77
2747,165083.54
2748,122230.05
2749,132191.97
2750,130250.49
2751,126016.45
2752,193575.22
2753,137369.89
2754,228808.9
2755,139837.0
2756,77130.13
2757,67830.61
2758,73707.49
2759,163633.92
2760,127462.43
2761,137567.41
2762,137105.6
2763,192422.39
2764,180908.51
2765,267509.94
2766,116757.94
2767,68883.37
2768,106471.17
2769,120682.76
2770,159956.45
2771,106714.06
2772,100682.5
2773,170128.46
2774,142499.92
2775,115217.1
2776,144465.0
2777,150116.26
2778,116294.19
2779,114378.47
2780,98884.11
2781,83767.9
2782,88131.86
2783,86524.31
2784,115958.69
2785,151881.0
2786,45388.26
2787,116939.09
2788,57876.69
2789,177099.97
2790,92456.53
2791,111704.42
2792,54505.81
2793,160731.62
2794,89353.24
2795,122457.46
2796,90694.99
2797,208715.58
2798,117889.28
2799,111113.34
2800,75896.64
2801,106576.23
2802,132772.15
2803,152842.37
2804,150747.51
2805,107069.84
2806,76873.31
2807,159167.58
2808,155410.73
2809,117121.82
2810,127561.91
2811,175681.64
2812,183189.57
2813,152394.44
2814,153144.29
2815,93907.66
2816,213090.54
2817,146760.67
2818,130495.78
2819,199473.5
2820,134935.04
2821,99174.02
2822,192373.26
2823,285183.17
2824,175640.88
2825,171025.33
2826,127429.75
2827,132879.45
2828,262978.0
2829,217365.32
2830,215771.17
2831,182703.22
2832,228661.82
2833,318144.72
2834,235827.2
2835,230587.47
2836,198941.97
2837,166286.69
2838,141912.35
2839,178520.97
2840,191954.55
2841,199803.08
2842,223687.48
2843,152837.38
2844,171316.93
2845,125809.3
2846,203667.2
2847,201493.48
2848,210358.81
2849,205344.31
2850,274774.45
2851,223633.17
2852,231680.48
2853,234691.9
2854,146061.28
2855,202197.61
2856,204583.4
2857,193429.55
2858,213196.66
2859,102643.55
2860,134593.8
2861,126546.6
2862,196781.6
2863,138658.54
2864,252412.86
2865,146869.08
2866,150441.34
2867,88308.36
2868,105387.52
2869,102649.21
2870,120502.82
2871,59572.22
2872,7912.3
2873,76459.63
2874,139979.0
2875,122587.56
2876,176966.82
2877,139497.34
2878,176215.39
2879,130670.67
2880,101005.56
2881,143718.75
2882,174599.6
2883,209204.08
2884,209304.16
2885,187777.05
2886,228964.04
2887,113573.37
2888,142747.34
2889,50156.67
2890,74039.02
2891,144361.2
2892,47608.1
2893,80339.77
2894,53675.39
2895,331916.77
2896,284878.62
2897,212883.58
2898,153130.25
2899,223691.86
2900,154974.36
2901,209583.81
2902,190959.7
2903,301125.59
2904,345485.61
2905,76201.92
2906,209910.76
2907,109995.14
2908,122366.13
2909,142401.55
2910,64489.87
2911,64252.69
2912,160017.84
2913,66219.13
2914,66234.93
2915,80841.67
2916,67983.62
2917,172555.9
2918,111811.17
2919,230952.82
